Col1,Col2,Col3,Col4
WPU_TXLKE001.GenWattsNew,10/20/2019 18:31:20,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:31:30,16,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:31:40,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:31:50,43,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:32:00,90,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:32:10,31,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:32:20,13,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:32:30,79,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:32:40,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:32:50,20,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:33:00,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:33:10,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:33:20,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:33:30,49,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:33:40,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:33:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:34:00,2,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:34:10,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:34:20,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:34:30,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:34:40,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:34:50,4,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:35:00,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:35:10,97,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:35:20,97,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:35:30,48,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:35:40,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:35:50,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:36:00,83,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:36:10,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:36:20,72,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:36:30,30,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:36:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:36:50,69,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:37:00,1,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:37:10,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:37:20,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:37:30,91,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:37:40,50,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:37:50,11,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:38:00,42,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:38:10,86,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:38:20,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:38:30,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:38:40,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:38:50,45,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:39:00,84,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:39:10,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:39:20,75,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:39:30,8,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:39:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:39:50,85,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:40:00,38,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:40:10,6,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:40:20,52,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:40:30,65,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:40:40,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:40:50,90,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:41:00,46,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:41:10,43,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:41:20,21,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:41:30,64,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:41:40,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:41:50,39,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:42:00,48,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:42:10,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:42:20,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:42:30,98,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:42:40,48,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:42:50,1,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:43:00,49,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:43:10,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:43:20,5,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:43:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:43:40,35,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:43:50,45,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:44:00,66,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:44:10,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:44:20,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:44:30,53,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:44:40,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:44:50,86,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:45:00,73,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:45:10,75,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:45:20,70,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:45:30,86,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:45:40,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:45:50,70,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:46:00,17,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:46:10,36,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:46:20,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:46:30,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:46:40,46,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:46:50,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:47:00,89,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:47:10,78,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:47:20,89,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:47:30,98,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:47:40,40,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:47:50,15,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:48:00,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:48:10,85,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:48:20,76,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:48:30,75,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:48:40,59,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:48:50,45,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:49:00,81,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:49:10,70,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:49:20,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:49:30,8,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:49:40,98,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:49:50,1,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:50:00,89,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:50:10,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:50:20,79,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:50:30,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:50:40,91,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:50:50,22,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:51:00,69,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:51:10,61,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:51:20,89,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:51:30,85,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:51:40,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:51:50,12,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:52:00,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:52:10,71,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:52:20,64,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:52:30,96,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:52:40,78,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:52:50,57,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:53:00,55,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:53:10,68,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:53:20,24,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:53:30,86,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:53:40,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:53:50,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:54:00,10,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:54:10,97,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:54:20,16,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:54:30,26,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:54:40,6,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:54:50,22,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:55:00,99,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:55:10,10,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:55:20,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:55:30,32,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:55:40,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:55:50,53,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:56:00,29,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:56:10,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:56:20,86,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:56:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:56:40,30,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:56:50,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:57:00,25,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:57:10,3,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:57:20,5,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:57:30,64,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:57:40,7,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:57:50,87,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:58:00,80,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:58:10,84,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:58:20,91,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:58:30,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:58:40,52,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:58:50,31,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:59:00,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:59:10,3,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:59:20,29,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 18:59:30,1,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 18:59:40,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 18:59:50,93,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:00:00,6,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:00:10,44,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:00:20,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:00:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:00:40,86,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:00:50,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:01:00,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:01:10,37,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:01:20,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:01:30,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:01:40,67,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:01:50,24,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:02:00,70,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:02:10,87,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:02:20,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:02:30,46,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:02:40,61,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:02:50,61,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:03:00,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:03:10,46,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:03:20,90,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:03:30,28,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:03:40,45,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:03:50,21,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:04:00,31,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:04:10,85,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:04:20,58,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:04:30,7,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:04:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:04:50,85,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:05:00,25,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:05:10,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:05:20,31,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:05:30,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:05:40,62,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:05:50,86,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:06:00,23,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:06:10,57,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:06:20,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:06:30,33,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:06:40,89,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:06:50,70,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:07:00,5,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:07:10,68,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:07:20,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:07:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:07:40,44,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:07:50,64,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:08:00,92,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:08:10,31,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:08:20,42,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:08:30,67,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:08:40,27,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:08:50,79,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:09:00,3,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:09:10,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:09:20,98,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:09:30,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:09:40,37,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:09:50,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:10:00,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:10:10,67,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:10:20,82,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:10:30,98,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:10:40,86,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:10:50,39,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:11:00,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:11:10,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:11:20,26,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:11:30,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:11:40,23,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:11:50,4,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:12:00,45,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:12:10,41,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:12:20,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:12:30,21,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:12:40,24,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:12:50,77,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:13:00,5,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:13:10,63,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:13:20,42,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:13:30,94,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:13:40,15,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:13:50,24,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:14:00,43,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:14:10,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:14:20,3,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:14:30,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:14:40,90,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:14:50,84,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:15:00,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:15:10,87,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:15:20,21,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/20/2019 19:15:30,15,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/20/2019 19:15:40,20,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/20/2019 19:15:50,23,WPU_TXLKE001.GenWattsNew01
